paperID,rank,title,PublicationDate,referenceCount,citationCount,ConferenceID,JournalID,year,venu,authorsName,abstract
2106725443,22343,Guided navigation in task-oriented 3D graph visualizations,2003-06-03,10,1,,,2003,,"Guido Reina, S. Lange-Last, K. Engel","In many application areas an optimal visualization of a complex graph depends on the specific task to be accomplished by the user. Therefore a means of locally customizable layouts is required to focus on different problem aspects. We propose a concept of user-driven hierarchy formation and layout optimization in the context of IBM zSeries I/O configurations. We combine the concepts of glyphs, local 3D layout managers and partitioning galaxies to create an optimal layout for a given task. Additionally, to simplify global navigation, structural details are abstracted and can be refined upon user request. Since element context is crucial for understanding and consistently configuring an I/O configuration, guided navigation along the connections in this data structure is essential. To efficiently customize a graph layout, complex selection mechanisms are needed to quickly define the areas affected by a particular layout. Although we focus on IBM zSeries I/O configurations, the approach we present is quite generic and can be adopted for other fields of application."
2107139603,18635,Task taxonomy for graph visualization,2006-05-23,9,286,1134066369,,2006,Advanced Visual Interfaces (AVI),"Bongshin Lee, Catherine Plaisant, Cynthia Parr, Jean-Daniel Fekete, Nathalie Henry","Our goal is to define a list of tasks for graph visualization that has enough detail and specificity to be useful to: 1) designers who want to improve their system and 2) to evaluators who want to compare graph visualization systems. In this paper, we suggest a list of tasks we believe are commonly encountered while analyzing graph data. We define graph specific objects and demonstrate how all complex tasks could be seen as a series of low-level tasks performed on those objects. We believe that our taxonomy, associated with benchmark datasets and specific tasks, would help evaluators generalize results collected through a series of controlled experiments."
2107885267,19151,Measuring effectiveness of graph visualizations: a cognitive load perspective,2009-06-01,45,137,,55152591,2009,Information Visualization,"Weidong Huang, Peter Eades, Seok-Hee Hong","Graph visualizations are typically evaluated by comparing their differences in effectiveness, measured by task performance such as response time and accuracy. Such performance-based measures have proved to be useful in their own right. There are some situations, however, where the performance measures alone may not be sensitive enough to detect differences. This limitation can be seen from the fact that the graph viewer may achieve the same level of performance by devoting different amounts of cognitive effort. In addition, it is not often that individual performance measures are consistently in favor of a particular visualization. This makes design and evaluation difficult in choosing one visualization over another. In an attempt to overcome the above-mentioned limitations, we measure the effectiveness of graph visualizations from a cognitive load perspective. Human memory as an information processing system and recent results from cognitive load research are reviewed first. The construct of cognitive load in the context of graph visualization is proposed and discussed. A model of user task performance, mental effort and cognitive load is proposed thereafter to further reveal the interacting relations between these three concepts. A cognitive load measure called mental effort is introduced and this measure is further combined with traditional performance measures into a single multi-dimensional measure called visualization efficiency. The proposed model and measurements are tested in a user study for validity. Implications of the cognitive load considerations in graph visualization are discussed."
2108360474,20868,Enhancing Interdisciplinary Cooperation by Social Platforms Assessing the Usefulness of Bibliometric Social Network Visualization in Large-Scale Research Clusters,2014-06-22,24,10,2755023647,,2014,International Conference on Human Interface and Management of Information (HIMI),"André Calero Valdez, Anne Kathrin Schaar, Martina Ziefle, Andreas Holzinger","In large-scale research projects active management of the cooperation process is necessary, e.g. to ensure systematic transfer of knowledge, alignment of research goals, or appropriate dissemination of research efforts. In a large scale research-cluster at the RWTH Aachen University a cybernetic management approach is applied. As a planned measure, publishing efforts (i.e. bibliometric data) will be visualized on a social software platform accessible by researchers and the steering committee. But do researchers agree with the chosen style of visualization of their publications? As part of a user centered design, this paper presents the results of an interview study with researchers (n=22) addressing the usefulness and applicability of this approach. As central findings arguments for using the publication visualization are identified such as enabling retrospective analysis, acquiring new information about the team, improvement in dissemination planning, but at the same time contrasted by arguments against this approach, such as missing information, a possibly negative influence on workflow of researchers, and the bad legibility of the visualization. Additionally requirements and suggested improvements are presented."
2110254651,19094,Cytoscape: the network visualization tool for GenomeSpace workflows.,2014-07-01,11,95,,2755217574,2014,F1000Research,"Barry Demchak, Tim Hull, Michael Reich, Ted Liefeld, Michael E. Smoot, Trey Ideker, Jill P. Mesirov","Modern genomic analysis often requires workflows incorporating multiple best-of-breed tools. GenomeSpace is a web-based visual workbench that combines a selection of these tools with mechanisms that create data flows between them. One such tool is Cytoscape 3, a popular application that enables analysis and visualization of graph-oriented genomic networks. As Cytoscape runs on the desktop, and not in a web browser, integrating it into GenomeSpace required special care in creating a seamless user experience and enabling appropriate data flows. In this paper, we present the design and operation of the Cytoscape GenomeSpace app, which accomplishes this integration, thereby providing critical analysis and visualization functionality for GenomeSpace users. It has been downloaded over 850 times since the release of its first version in September, 2013."
2110681512,20546,Integrated analysis of seaweed components during seasonal fluctuation by data mining across heterogeneous chemical measurements with network visualization.,2014-01-08,55,37,,191963794,2014,Analytical Chemistry,"Kengo Ito, Kenji Sakata, Yasuhiro Date, Jun Kikuchi","Biological information is intricately intertwined with several factors. Therefore, comprehensive analytical methods such as integrated data analysis, combining several data measurements, are required. In this study, we describe a method of data preprocessing that can perform comprehensively integrated analysis based on a variety of multimeasurement of organic and inorganic chemical data from Sargassum fusiforme and explore the concealed biological information by statistical analyses with integrated data. Chemical components including polar and semipolar metabolites, minerals, major elemental and isotopic ratio, and thermal decompositional data were measured as environmentally responsive biological data in the seasonal variation. The obtained spectral data of complex chemical components were preprocessed to isolate pure peaks by removing noise and separating overlapping signals using the multivariate curve resolution alternating least-squares method before integrated analyses. By the input of these preproc..."
2111288686,20176,On open problems in biological network visualization,2009-09-22,28,30,1191926394,,2009,Graph Drawing (GD),"Mario Albrecht, Andreas Kerren, Karsten Klein, Oliver Kohlbacher, Petra Mutzel, Wolfgang Paul, Falk Schreiber, Michael Wybrow","Much of the data generated and analyzed in the life sciences can be interpreted and represented by networks or graphs. Network analysis and visualization methods help in investigating them, and many universal as well as special-purpose tools and libraries are available for this task. However, the two fields of graph drawing and network biology are still largely disconnected. Hence, visualization of biological networks does typically not apply state-of-the-art graph drawing techniques, and graph drawing tools do not respect the drawing conventions of the life science community.n n In this paper, we analyze some of the major problems arising in biological network visualization. We characterize these problems and formulate a series of open graph drawing problems. These use cases illustrate the need for efficient algorithms to present, explore, evaluate, and compare biological network data. For each use case, problems are discussed and possible solutions suggested."
2111613765,19805,A Comparison of Social Network Mapping and Personal Network Visualization,2007-05-01,38,108,,83253694,2007,Field Methods,"Christopher McCarty, José Luis Molina, Claudia Aguilar, Laura Rota","This article presents an analysis of personal network visualization based on systematic evaluations of alter pairs compared to freestyle drawings respondents made of their personal network. In most cases, personal network visualization provided important details that are different from respondents' perceptions. Several case studies are discussed that highlight the additional data provided when using personal network visualization."
2112996025,20896,Automated segmentation and alignment of mitotic nuclei for kymograph visualisation,2011-06-09,8,9,1187587159,,2011,International Symposium on Biomedical Imaging (ISBI),"Simon Li, James G. Wakefield, J. Alison Noble","The mechanics of many biological processes can only be uncovered through the analysis of spatio-temporal data. Kymographs are a popular tool for visualising dynamic processes whose movements can be mapped into a single dimension, such as mitosis, or cell division. However, global movements of a cell means the region of interest (ROI) used to create the kymograph must move with each frame. Here we present an automated algorithm for the selection of dynamic ROIs to allow the construction of kymographs of proteins associated with the mitotic spindle in Drosophila embryos. We segment a dividing nucleus using a level set coupled to a shape model, which we then use to align the segmented nuclei to a common frame of reference."
2114176151,23766,Thematic Maps Service for GIS Based Urban Pipe Network Visualization System,2009-05-15,3,0,2755017206,,2009,International Forum on Information Technology and Applications (IFITA),"Liutong Xu, Xiaoting Fu, Hao Lin, Yupeng Xiao, Juan Yang","Urban pipe network pipelines are criss-crossing and have 3D (three-dimension) distribution. Plenty of attribute information and spatial data are involved. In order to display it in a more intuitive way, UPNVS (urban pipe network visualization system) is designed. The Thematic Maps service is a part of it. In this paper, we propose the Thematic Maps service, upload and edit data service, information attention service and 3D viewing service. While 3D display service concentrates on displaying simple map and unique value map. It implements the transit from 2D thematic maps to 3D and reflects the different property values of pipelines with different colors. This application enhances Thematic Maps service lively and visibility. Finally, we plug it to our UPNVS which can show the patterns and trends easily and provide the information for decision-making. At the same time, the results can also be applied to other visualization system and 3D thematic maps."
2114296887,22704,Graph visualization of web data with domain-specific attributes,2002-04-15,5,6,1191753779,,2002,International Parallel and Distributed Processing Symposium (IPDPS),Mao Lin Huang,"This paper introduces a new Graph Visualization technique that can be used to visualize web objects with many associated attributes. We modify the traditional linear model of graphics-driven visualization by defining two mappings between the abstract data and physical pictures, the Geometric Mapping and the Graphical Mapping.We then use this technique to visualize a variety of domain-specific attributes associated with the web objects in a web graph, such as the access frequency and the connectivity of the web page in the web locality."
2115402465,22821,Hierarchical graph visualization using neural networks,1997-05-01,20,3,,42080949,1997,IEEE Transactions on Neural Networks,"Kusnadi, J.D. Carothers, F. Chow","An algorithm based on a Hopfield network for solving the hierarchical graph visualization problem is presented. It simultaneously minimizes the number of crossings and total path length to produce two-dimensional drawings easily interpreted by human observers. Traditional heuristics often follow a more local optimization approach where readability criteria are sequentially applied, such as applying the barycentric heuristic followed by the priority layout heuristic. As a result of the more global approach, the neural network achieved comparable crossing minimization to the barycentric heuristic while simultaneously reducing total path length up to 50% over the priority layout heuristic for the benchmarks tested."
2115601516,21870,A Survey on Social Network Visualization,2015-08-28,15,2,,,2015,,"Jiang Du, Yafei Xian, Jiayu Yang","The rapid development of Micro-blog, Renner and other social networks, on the one hand it is difficult to manage these social networks with figures and tables, on the other hand it is difficult to find a wealth of information in social networks. Visualization technology provides an effective way to understand the social network structure and dig information. This article introduces the social network data features, social network visualization solutions, common layout of social network visualization, and social network visualization application in various fields."
2116324521,24106,CRNS: A RIA system for course relationship network visualization,2009-07-25,7,0,2623798665,,2009,International Conference on Computer Science and Education (ICCSE),"Ye Qin, Shu Dong Zhang, Naiming Yao, Liming Luo","At present, there are various courses and complicated course relationship in universities, which is not good for students to make rational course arrangement. To address this, Course Relationship Network System (CRNS) is implemented. It proposes a marked traversal algorithm based on depth-first approach which helps to show the relationship between courses with a multilevel graph. Besides, all reasonable learning paths can be analyzed and obtained under different strategies. The system is based on Rich Internet Application (RIA) that can provide students rich learning experience. The result indicates that students can acquire graphical course relationship information and learning paths rapidly and accurately. In this paper, the algorithm of generating Course Relationship Network (CRN), database design, system architecture and key techniques are introduced. Now, CRNS is running in Capital Normal University."
2117088188,17866,Force-directed edge bundling for graph visualization,2009-06-10,26,397,2754539197,,2009,IEEE VGTC Conference on Visualization (CV),"Danny Holten, Jarke J. van Wijk","Graphs depicted as node-link diagrams are widely used to show relationships between entities. However, nodelink diagrams comprised of a large number of nodes and edges often suffer from visual clutter. The use of edge bundling remedies this and reveals high-level edge patterns. Previous methods require the graph to contain a hierarchy for this, or they construct a control mesh to guide the edge bundling process, which often results in bundles that show considerable variation in curvature along the overall bundle direction. We present a new edge bundling method that uses a self-organizing approach to bundling in which edges are modeled as flexible springs that can attract each other. In contrast to previous methods, no hierarchy is used and no control mesh. The resulting bundled graphs show significant clutter reduction and clearly visible high-level edge patterns. Curvature variation is furthermore minimized, resulting in smooth bundles that are easy to follow. Finally, we present a rendering technique that can be used to emphasize the bundling."
2117604571,21345,Graph visualization toolkits,2002-01-01,11,21,,105380075,2002,IEEE Computer Graphics and Applications,"Ugur Dogrusoz, Qingwen Feng, Brendan Madden, M. Doorley, A. Frick","The authors have created two toolkits that allow developers to easily integrate graph visualization capabilities into custom software applications. The Graph Layout Toolkit (GLT) provides interfaces for modeling, drawing, and automatically laying out graphs. The Graph Editing Toolkit (GET) provides a customizable display and editing layer, which facilitates rapidly developing tools that visualize data in the form of graphs. The authors present an architectural overview of these tools and discuss the challenges encountered during implementation and integration of theory and research results into such tools, In particular, they discuss automatic graph layout and labeling algorithms and complexity management techniques. In addition, they present examples of applications using these tools."
2117737004,19186,GOlorize: a Cytoscape plug-in for network visualization with Gene Ontology-based layout and coloring,2007-01-10,5,96,,52395412,2007,Bioinformatics,"Olivier Garcia, Cosmin Saveanu, Melissa S. Cline, Micheline Fromont-Racine, Alain Jacquier, Benno Schwikowski, Tero Aittokallio","Summary: We have implemented a graph layout algorithm that exposes Gene Ontology (GO) class structure on the network nodes. It can be used in conjunction with BiNGO plug-in to Cytoscape, which finds the GO categories over-represented in a given network. Our plug-in, named GOlorize, first highlights the class members with category-specific color-coding and then constructs an enhanced visualization of the network using a class-directed layout algorithmn n Availability: http://www.cytoscape.org/plugins2.phpn n Contact: teanai@pasteur.frn n Supplementary information: Installation instructions and tutorial at http://www.cytoscape.org/plugins/GOlorize/GOlorizeUserGuide.pdf"
2118929483,22590,InfoVis 2004 Contest: WilmaScope Graph Visualisation,2004-01-01,5,3,,,2004,,"Adel Ahmed, Tim Dwyer, Ying Xin Wu","Our visualisation of the IEEE InfoVis citation network is based on 3D graph visualisation techniques. To make effective use of the third dimension we use a layered approach, constraining nodes to lie on parallel planes depending on parameters such as year of publication or link degree. Within the parallel planes nodes are arranged using a fast force-directed layout method. A number of clusters representing different research areas were identied using a self organising map approach."
2119961194,21825,An integrated network visualization framework towards metabolic engineering applications.,2014-12-30,34,7,,19032547,2014,BMC Bioinformatics,"Alberto Noronha, Paulo Vilaça, Miguel Rocha","Over the last years, several methods for the phenotype simulation of microorganisms, under specified genetic and environmental conditions have been proposed, in the context of Metabolic Engineering (ME). These methods provided insight on the functioning of microbial metabolism and played a key role in the design of genetic modifications that can lead to strains of industrial interest. On the other hand, in the context of Systems Biology research, biological network visualization has reinforced its role as a core tool in understanding biological processes. However, it has been scarcely used to foster ME related methods, in spite of the acknowledged potential. In this work, an open-source software that aims to fill the gap between ME and metabolic network visualization is proposed, in the form of a plugin to the OptFlux ME platform. The framework is based on an abstract layer, where the network is represented as a bipartite graph containing minimal information about the underlying entities and their desired relative placement. The framework provides input/output support for networks specified in standard formats, such as XGMML, SBGN or SBML, providing a connection to genome-scale metabolic models. An user-interface makes it possible to edit, manipulate and query nodes in the network, providing tools to visualize diverse effects, including visual filters and aspect changing (e.g. colors, shapes and sizes). These tools are particularly interesting for ME, since they allow overlaying phenotype simulation results or elementary flux modes over the networks. The framework and its source code are freely available, together with documentation and other resources, being illustrated with well documented case studies."
21202130,17844,Dynamic Network Visualization.,2005-01-01,66,386,,122471516,2005,American Journal of Sociology,"James Moody, Daniel A. McFarland, Skye Bender-deMoll","Increased interest in longitudinal social networks and the recognition that visualization fosters theoretical insight create a need for dynamic network visualizations, or network xe2x80x9cmovies.xe2x80x9d This article confronts theoretical questions surrounding the temporal representations of social networks and technical questions about how best to link network change to changes in the graphical representation. The authors divide network movies into (1) static flip books, where node position remains constant but edges cumulate over time, and (2) dynamic movies, where nodes move as a function of changes in relations. Flip books are particularly useful in contexts where relations are sparse. For more connected networks, movies are often more appropriate. Three empirical examples demonstrate the advantages of different movie styles. A new software program for creating network movies is discussed in the appendix."
2122423197,20174,Simple algorithms for network visualization: A tutorial,2012-09-07,70,27,,24978797,2012,Tsinghua Science & Technology,Michael J. McGuffin,"The graph drawing and information visualization communities have developed many sophisticated techniques for visualizing network data, often involving complicated algorithms that are difficult for the uninitiated to learn. This article is intended for beginners who are interested in programming their own network visualizations, or for those curious about some of the basic mechanics of graph visualization. Four easy-to-program network layout techniques are discussed, with details given for implementing each one: force-directed node-link diagrams, arc diagrams, adjacency matrices, and circular layouts. A Java applet demonstrating these layouts, with open source code, is available at http://www.michaelmcguffin.com/research/simpleNetVis/. The end of this article also briefly surveys research topics in graph visualization, pointing readers to references for further reading."
2123270496,19557,Adapting graph visualization techniques for the visualization of RDF data,2006-01-01,10,43,,,2006,,"Flavius Frasincar, Alexandru Telea, Gjpm Geert-Jan Houben",
2123411372,20757,The Implementation of Wireless Sensor Network Visualization Platform Based on Wetland Monitoring,2009-11-01,4,11,2735206555,,2009,International Conference on Intelligent Networks and Intelligent Systems (ICINIS),"Yuxi Hu, Deshi Li, Xueqin He, Tao Sun, Yanyan Han","In sensor networks concerning about data, data management and representation have become a crucial issue. In this paper, sensor networks deployed to monitor wetland are built with the visualization of their data and topology. The environmental data, such as temperature, humidity, both in atmosphere and soil, illumination intensity and PH around the wetland are sent by the wireless sensor networks to a base station which is connected to the visualization platform on a PC. The approach presented in this paper utilizes serial communication, database management, data and topology visualization to visualize the data gathered by the wireless sensor networks. The data visualization platform can get and display real time information of networks and makes the system convenient to users."
2125105192,20006,Towards an Aesthetic Dimensions Framework for Dynamic Graph Visualisations,2009-07-15,12,48,,,2009,,"Fabian Beck, Michael Burch, Stephan Diehl","Most research on the readability of graph visualization focuses on node-link diagrams of static graphs. But in many applications graphs are not static, but change over time, or graphs are too dense to be drawn as node-link diagrams. In this paper we look at dynamic graph visualizations: We translate the general goal of graph visualization--to convey the underlying information of a graph--into aesthetic dimensions that are applicable in practice. These aesthetic dimensions help to design, compare, and evaluate dynamic graph visualizations."
2125313227,23020,Graph visualization in software analysis,1992-05-27,15,6,,,1992,,"Emden R. Gansner, E. Koutsofios, Stephen C. North, Kiem-Phong Vo","Directed graphs are ubiquitous in most aspects of software analysis. Presented abstractly, as a list of edges, a graph does not manifest much of the important structural information that becomes obvious if the graph is displayed pictorially. This paper presents a technique for drawing directed graphs quickly and attractively. It also describes how a tool implementing this technique has been used, in conjunction with other programming and analysis tools, in various aspects of software engineering. >"
2126855459,22217,An extended platter metaphor for effective reconfigurable network visualization,2004-07-14,7,4,,,2004,,Edwin Blake,"We adapt the Flodar (Swing, 1998) metaphor to visualize dynamic networks and present experimental results on the effectiveness of this approach. Dynamic reconfiguration of networks enable rapid optimization of performance of a network, however, it poses several management difficulties when user intervention is required to resolve complex routing problems. Our metaphor scales well for networks of varying size, addresses the cluttering problem seen in past metaphors and maintains the overall network context while providing additional support for navigation and interaction. We apply the metaphor to three dynamic reconfiguration management tasks and show how these tasks are visually represented with our approach. We conducted an experiment with network administrators and researchers as subjects. A good understanding of network conditions portrayed in the metaphor was achieved within a short period."
2128649671,23692,PieVis: Interactive Graph Visualization Using a Rings-Based Tree Drawing Algorithm for Children and Crust Display for Parents,2011-07-13,8,1,,,2011,,"Adrian Rusu, Andrew Crowell, Bryan Petzinger, Andrew J. Fabian","The quality of a graph drawing algorithm is often measured by its edge crossings, angular resolution, aspect ratio, and node labeling. Algorithms for drawing trees in general are segregated from algorithms for drawing graphs. In this paper we present a graph visualization system that uses a novel interconnection between a tree drawing algorithm and graph drawing techniques. First, the graph is transformed into a tree and nodes that have multiple parent connections within the graph are duplicated within the tree. While some of the connection information is lost during this transformation, the multiple connections can be regained by interactively displaying the details based on the degree of interest. We use an edgeless rings-based visualization which allows edge crossings and angular resolution issues to be eliminated and has a desirable aspect ratio of 1. Finally, a circular labeling method is used that provides user-friendly labels that do not overlap and clearly show node affiliation."
2130569024,22525,Neural Network Visualization,1989-01-01,6,14,1127325140,,1989,Neural Information Processing Systems (NeurIPS),"Jakub Wejchert, Gerald Tesauro","We have developed graphics to visualize static and dynamic information in layered neural network learning systems. Emphasis was placed on creating new visuals that make use of spatial arrangements, size information, animation and color. We applied these tools to the study of back-propagation learning of simple Boolean predicates, and have obtained new insights into the dynamics of the learning process."
213060156,19899,Evaluating overall quality of graph visualizations based on aesthetics aggregation,2016-02-10,29,21,,192650101,2016,Information Sciences,"Weidong Huang, Mao Lin Huang, Chun-Cheng Lin","Aesthetics are often used to measure the layout quality of graph drawings and it is commonly accepted that drawings with good layout are effective in conveying the embedded data information to end users. However, existing aesthetic criteria are useful only in judging the extents to which a drawing conforms to specific drawing rules. They have limitations in evaluating overall quality. Currently graph visualizations are mainly evaluated based on personal judgments and user studies for their overall quality. Personal judgments are not reliable while user studies can be costly to run. Therefore, there is a need for a direct measure of overall quality. In an attempt to meet this need, we propose a measurement that measures overall quality based on individual aesthetics and gives a single numerical score. We present a user study that validates this measure by demonstrating its sensibility in detecting quality changes and its capacity in predicting the performance of human graph comprehension. The implications of our proposed measure for future research are discussed."
2131387736,22494,Hierarchical clustering for graph visualization,2012-10-21,12,4,,2596726383,2012,arXiv: Applications,"Stéphan Clémençon, Hector de Arazoza, Fabrice Rossi, Viet Chi Tran","This paper describes a graph visualization methodology based on hierarchical maximal modularity clustering, with interactive and significant coarsening and refining possibilities. An application of this method to HIV epidemic analysis in Cuba is outlined."
2131488081,25430,Reduction of Complexity: An Aspect of Network Visualization,2006-12-01,12,0,,,2006,,Jan T. Bjerke,"Abstract : Networks are topological structures composed of nodes and arcs. Often, networks are visualized by point symbols and lines illustrating the nodes and the arcs, respectively. As the number of the nodes and links increases, the visual representation of the network needs generalization in order to keep the visual clarity of the image. To solve the problem considered, a methodology to aggregate nodes and links into hypernodes and hyper-links is developed. The algorithm, which is based on an information theoretic approach to reorder the adjacency matrix of the network, can generate hierarchies of hyper-networks. This kind of generalization algorithm can be used to construct images which visualize the main structures of the network. Some case studies demonstrate the algorithm."
2131548207,18623,ASK-GraphView: A Large Scale Graph Visualization System,2006-09-01,20,235,,84775595,2006,IEEE Transactions on Visualization and Computer Graphics,"James Abello, F. van Ham, Neeraj Krishnan","We describe ASK-GraphView, a node-link-based graph visualization system that allows clustering and interactive navigation of large graphs, ranging in size up to 16 million edges. The system uses a scalable architecture and a series of increasingly sophisticated clustering algorithms to construct a hierarchy on an arbitrary, weighted undirected input graph. By lowering the interactivity requirements we can scale to substantially bigger graphs. The user is allowed to navigate this hierarchy in a top down manner by interactively expanding individual clusters. ASK-GraphView also provides facilities for filtering and coloring, annotation and cluster labeling"
2131735363,20236,Metabolic network visualization eliminating node redundance and preserving metabolic pathways.,2007-07-03,44,46,,92363890,2007,BMC Systems Biology,"Romain Bourqui, Ludovic Cottret, Vincent Lacroix, David Auber, Patrick Mary, Marie-France Sagot, Fabien Jourdan","The tools that are available to draw and to manipulate the representations of metabolism are usually restricted to metabolic pathways. This limitation becomes problematic when studying processes that span several pathways. The various attempts that have been made to draw genome-scale metabolic networks are confronted with two shortcomings: 1- they do not use contextual information which leads to dense, hard to interpret drawings, 2- they impose to fit to very constrained standards, which implies, in particular, duplicating nodes making topological analysis considerably more difficult."
2131796610,20673,Investigating network traffic through compressed graph visualization: VAST 2012 Mini Challenge 2 award: “Good adaptation of graph analysis techniques”,2012-10-14,2,4,1161805661,,2012,Visual Analytics Science and Technology (VAST),"Lei Shi, Qi Liao, Chunxin Yang","Compressed Graph Visualization is a visual analytics method to scale the traditional node-link representation to huge graphs. This paper introduces its visualization, data processing and visual analytics process in solving Mini-Challenge 2 of VAST 2012 contest."
2132556177,20677,Academic Research Policy-Making and Evaluation Using Graph Visualisation,2011-09-30,12,7,1182479155,,2011,Panhellenic Conference on Informatics (PCI),"Tsolakidis Anastasios, Cleo Sgouropoulou, Ioannis Xydas, Olivier Terraz, Georgios Miaoulis","Higher education institutions need to have a social responsibility and attainable objectives regarding their education and research activities. In our approach we use multi-indicator analysis in order to evaluate the research activities of an institution as well the degree of achievement for a specified research policy. Our work is a part of prototype system that supports academic evaluation and decision-making processes concerning research policies, using visual analytics. The presented case study emphasises on the analysis of the research collaborations indicated in published research work. Our main data sources are the Scopus library, Google Scholar and the Quality Assurance Unit Service of a Greek higher education institution. Data are retrieved and enriched by additional analysis and graph metrics. The developed system provides enables user to evaluate aspects of the quality of academic research activities in the context of specific policies and criteria and make informed decisions on the establishment of new strategies."
2132781340,19401,Us vs. Them: Understanding Social Dynamics in Wikipedia with Revert Graph Visualizations,2007-10-30,25,85,1161805661,,2007,Visual Analytics Science and Technology (VAST),"Bongwon Suh, Ed H. Chi, Bryan A. Pendleton, Aniket Kittur","Wikipedia is a wiki-based encyclopedia that has become one of the most popular collaborative on-line knowledge systems. As in any large collaborative system, as Wikipedia has grown, conflicts and coordination costs have increased dramatically. Visual analytic tools provide a mechanism for addressing these issues by enabling users to more quickly and effectively make sense of the status of a collaborative environment. In this paper we describe a model for identifying patterns of conflicts in Wikipedia articles. The model relies on users' editing history and the relationships between user edits, especially revisions that void previous edits, known as reverts. Based on this model, we constructed Revert Graph, a tool that visualizes the overall conflict patterns between groups of users. It enables visual analysis of opinion groups and rapid interactive exploration of those relationships via detail drill- downs. We present user patterns and case studies that show the effectiveness of these techniques, and discuss how they could generalize to other systems."
2135041932,24037,Graph visualization (Invited talk),2012-01-01,0,0,,,2012,,"J.J. van Wijk, M.J. van Kreveld, Bettina Speckmann","Black and white node link diagrams are the classic method to depict graphs, but these often fall short to give insight in large graphs or when attributes of nodes and edges play an important role. Graph visualization aims obtaining insight in such graphs using interactive graphical representations. A variety of ingredients, including color, shape, 3D, shading, and interaction can be used to this end. In this invited talk an overview is given of work on graph visualization of the visualization group of Eindhoven University of Technology, The Netherlands. A wide variety of examples is shown and discussed using demos and animations."
2135078799,23700,Design and Development of a Query Graph Visualization System,2009-02-01,18,0,,58913237,2009,Journal of Digital Information Management,"Dion Hoe-Lian Goh, Chei Sian Lee, Alton Y. K. Chua, Brendan Luyt","Collaborative querying is a technique that harnesses the collective search experiences of users to assist in query formulation. We present the Query Graph Visualizer (QGV), a visual collaborative querying system that recommends related queries to a userxe2x80x99s submitted query through a network visualization scheme. Users are able to explore the query network and select queries for execution on an information retrieval (IR) system. The QGV is not meant to be a replacement for IR systems but as a value-added module to help users search more effectively. Consequently, the QGV is not an IR system but works in tandem with existing IR systems. The design of the QGV is discussed, focusing on its architecture, the interaction between the QGVxe2x80x99s main components and the implementation of the user interface. An evaluation of the QGV was also conducted to assess the performance of the system against to a conventional search engine. Results indicate that the evaluators who used the QGV completed their tasks much faster compared to those using a search engine alone. A usability evaluation also showed that the system complied with standard user interface heuristics."
2136030757,23982,A prototype of sensor network visualization application with geographic information,2011-04-12,1,0,1161772829,,2011,Information Processing in Sensor Networks (IPSN),"Kazuhisa Asakawa, Mitsuhiro Kashiwada, Norihisa Segawa, Jun Sawamoto","In recent years, research of sensor networks has advanced rapidly. Sensor networks are anticipated for use in widely various fields such as product traceability systems, environmental monitoring, and health care. However, developers must develop applications to work in a sensor node and applications to produce sensor data. The knowledge that is necessary for development and acquisition of the programming language is both costly and time-consuming to develop. This study examines the possibility of web programmers becoming independent of specific programming languages. Software libraries can be developed easily for sensor nodes, and development of server applications can become possible using a new system. In addition, we produced a visualization application experimentally using geographic information using the server application and a developed software library."
2136483157,19632,Technical Section: CGV-An interactive graph visualization system,2009-12-01,66,92,,94821547,2009,Computers & Graphics,"Christian Tominski, James Abello, Heidrun Schumann","Previous work on graph visualization has yielded a wealth of efficient graph analysis algorithms and expressive visual mappings. To support the visual exploration of graph structures, a high degree of interactivity is required as well. We present a fully implemented graph visualization system, called CGV (Coordinated Graph Visualization), whose particular emphasis is on interaction. The system incorporates several interactive views that address different aspects of graph visualization. To support different visualization tasks, view ensembles can be created dynamically with the help of a flexible docking framework. Several novel techniques, including enhanced dynamic filtering, graph lenses, and edge-based navigation are presented. The main graph canvas interactions are augmented with several visual cues, among which the infinite grid and the radar view are novel. CGV provides a history mechanism that allows for undo/redo of interaction. CGV is a general system with potential application in many scenarios. It has been designed as a dual-use system that can run as a stand-alone application or as an applet in a web browser. CGV has been used to evaluate graph clustering results, to navigate topological structures of neuronal systems, and to perform analysis of some time-varying graphs."
2136508694,22931,Digraph visualization using a neural algorithm with a heuristic activation scheme,1998-08-01,24,1,1170695740,,1998,"Systems, Man and Cybernetics (SMC)","Kusnadi, C. Beebe, J.D. Carothers","This paper presents an activation scheme for use with Hopfield neural network algorithms that guarantees a valid solution for a particular category of problems. The technique monitors the appropriate neurons and heuristically controls their activation function. As a result it has been possible to eliminate several constraint terms from the energy function that normally would have been required to drive the network toward a valid solution. This saves time and eliminates the need for empirically determining a larger number of constants. This technique has been applied to the combinatorial optimization problem called hierarchical digraph visualization that arises in many application areas where it is necessary to visually realize the relationship between entities in complex systems. Results are presented that compare this new approach with a more traditional neural network approach as well as heuristic approaches, performance improvement in terms of the solution quality as well as execution time relative to both alternative techniques was achieved."
