paperID,rank,title,PublicationDate,referenceCount,citationCount,ConferenceID,JournalID,year,venu,authorsName,abstract,isKeyPaper
1547573134,23326,"Parallel-redrawing mechanisms, pseudo-triangulations and kinetic planar graphs",2005-09-12,16,3,1191926394,,2005,Graph Drawing (GD),Ileana Streinu,"We study parallel redrawing graphs: graphs embedded on moving point sets in such a way that edges maintain their slopes all throughout the motion.n n The configuration space of such a graph is of an oriented-projective nature, and its combinatorial structure relates to rigidity theoretic parameters of the graph. For an appropriate parametrization the points move with constant speeds on linear trajectories. A special type of kinetic structure emerges, whose events can be analyzed combinatorially. They correspond to collisions of subsets of points, and are in one-to-one correspondence with contractions of the underlying graph on rigid components. We show how to process them algorithmically via a parallel redrawing sweep.n n Of particular interest are those planar graphs which maintain non-crossing edges throughout the motion. Our main result is that they are (essentially) pseudo-triangulation mechanisms: pointed pseudo-trian- gulations with a convex hull edge removed. These kinetic graph structures have potential applications in morphing of more complex shapes than just simple polygons.",1
1547581465,21161,Train tracks and confluent drawings,2004-09-29,12,9,1191926394,,2004,Graph Drawing (GD),"Peter Hui, Marcus Schaefer, Daniel Stefankovic","Confluent graphs capture the connection properties of train tracks, offering a very natural generalization of planar graphs, and xe2x80x93 as the example of railroad maps shows xe2x80x93 are an important tool in graph visualization. In this paper we continue the study of confluent graphs, introducing strongly confluent graphs and tree-confluent graphs. We show that strongly confluent graphs can be recognized in NP (the complexity of recognizing confluent graphs remains open). We also give a natural elimination ordering characterization of tree-confluent graphs which shows that they form a subclass of the chordal bipartite graphs, and can be recognized in polynomial time.",1
1547593929,23729,Compact Encodings of Planar Orthogonal Drawings,2002-08-26,8,0,1191926394,,2002,Graph Drawing (GD),"Amrita Chanda, Ashim Garg",We present time-efficient algorithms for encoding (and decoding) planar orthogonal drawings of degree-4 and degree-3 biconnected and triconnected planar graphs using small number of bits. We also present time-efficient algorithms for encoding (and decoding) turn-monotone planar orthogonal drawings.,1
1547645627,22528,HexGraph: Applying graph drawing algorithms to the game of Hex,2003-09-21,6,1,1191926394,,2003,Graph Drawing (GD),"Colin Murray, Carsten Friedrich, Peter Eades","Hex [1] is a two player board game which is traditionally played on a rhombic hexagonal pattern (See Figure (1)). Players are assigned a colour and make moves by putting a token of their colour onto an empty field on the board. The first player to connect the two borders of the board in his colour by a path of his tokens on the board wins the game. Alternatively, Hex is played on an undirected, tricoloured (Red, Blue, Unclaimed) graph G [2]. The fields are represented by nodes and adjacent fields on the board are connected by an edge. The four borders of the board are represented by one node of equivalent colour each (See Figure(1)).",1
1547715729,21561,Contact and intersection representations,2004-09-29,26,5,1191926394,,2004,Graph Drawing (GD),"Hubert de Fraysseix, Patrice Ossona de Mendez",A necessary and sufficient condition is given for a connected bipartite graph to be the incidence graph of a family of segments and points. We deduce that any 4-connected 3-colorable plane graph is the contact graph of a family of segments and that any 4-colored planar graph without an induced C4 using 4 colors is the intersection graph of a family of straight line segments.,1
1548002339,22419,Book Embeddings and Point-Set Embeddings of Series-Parallel Digraphs,2002-08-26,17,10,1191926394,,2002,Graph Drawing (GD),"Emilio Di Giacomo, Walter Didimo, Giuseppe Liotta, Stephen K. Wismath","An optimal O(n)-time algorithm to compute an upward two-page book embedding of a series-parallel digraph with n vertices is presented. A previous algorithm of Alzohairi and Rival [1] runs in O(n3) time and assumes that the input series-parallel digraph does not have transitive edges. One consequence of our result is that series-parallel (undirected) graphs are necessarily sub-hamiltonian. This extends a previous result by Chung, Leighton, and Rosenberg [5] who proved sub-hamiltonicity for a subset of planar series-parallel graphs. Also, this paper investigates the problem of mapping planar digraphs onto a given set of points in the plane, so that the edges are drawn upward planar. This problem is called the upward point-set embedding problem. The equivalence between the problem of computing an upward two-page book embedding and an upward point-set embedding with at most one bend per edge on any given set of points is proved. An O(n log n)-time algorithm for computing an upward point-set embedding with at most one bend per edge on any given set of points for planar series-parallel digraphs is presented.",1
1548117670,22417,The Botanical Beauty of Random Binary Trees,1995-09-20,17,9,1191926394,,1995,Graph Drawing (GD),"Luc Devroye, Paul A. Kruszewski","We present a simple mechanism for quickly rendering computer images of botanical trees based on random binary trees commonly found in computer science. That is, we visualize abstract binary trees as botanical ones. We generate random binary trees by splitting based upon the beta distribution, and obtain the standard binary search trees as a special case. We draw them in PostScript to resemble actual botanical trees found in nature. Through flexible parameterization and extensive randomization, we can produce a rich collection of images.",1
1548178949,22014,Biclique edge cover graphs and confluent drawings,2006-09-18,14,9,1191926394,,2006,Graph Drawing (GD),"Michael Hirsch, Henk Meijer, David Rappaport","Confluent drawing is a technique that allows some non-planar graphs to be visualized in a planar way. This approach merges edges together, drawing groups of them as single tracks, similar to train tracks. In the general case, producing confluent drawings automatically has proven quite difficult. We introduce the biclique edge cover graph that represents a graph G as an interconnected set of cliques and bicliques. We do this in such a way as to permit a straightforward transformation to a confluent drawing of G. Our result is a new sufficient condition for confluent planarity and an additional algorithmic approach for generating confluent drawings. We give some experimental results gauging the performance of existing confluent drawing heuristics.",1
154823253,21273,Slanted Orthogonal Drawings,2013-09-23,12,3,1191926394,,2013,Graph Drawing (GD),"Michael A. Bekos, Michael Kaufmann, Robert Krug, Stefan Näher, Vincenzo Roselli","We introduce a new model that we call slanted orthogonal graph drawing. While in traditional orthogonal drawings each edge is made of axis-aligned line-segments, in slanted orthogonal drawings intermediate diagonal segments on the edges are also permitted, which allows for: ai??smoothening the bends of the produced drawing as they are replaced by pairs of half-bends, and, bi??emphasizing the crossings of the drawing as they always appear at the intersection of two diagonal segments. We present an approach to compute bend-optimal slanted orthogonal representations, an efficient heuristic to compute close-to-optimal drawings in terms of the total number of bends using quadratic area, and a corresponding LP formulation, when insisting on bend optimality. On the negative side, we show that bend-optimal slanted orthogonal drawings may require exponential area.",1
1548657171,21938,Rectangle-Visibility Representations of Bipartite Graphs,1994-10-10,13,14,1191926394,,1994,Graph Drawing (GD),"Alice M. Dean, Joan P. Hutchinson","The paper considers representations of bipartite graphs as rectanglevisibility graphs, i.e., graphs whose vertices are rectangles in the plane, with adjacency determined by horizontal and vertical visibility. It is shown that, for pxe2x89xa4q, Kp, q has a representation with no rectangles having collinear sides if and only if pxe2x89xa43 or p=3 and qxe2x89xa44. More generally, it is shown that Kp, q is a rectangle-visibility graph if and only if pxe2x89xa44. Finally, it is shown that every bipartite rectangle-visibility graph on nxe2x89xa54 vertices has at most 4nxe2x88x9212 edges.",1
1548674621,22125,A new approximation algorithm for bend minimization in the Kandinsky model,2006-09-18,8,8,1191926394,,2006,Graph Drawing (GD),"Wilhelm Barth, Petra Mutzel, Canan Yildiz","The Kandinsky model has been introduced by Fosmeier and Kaufmann in order to deal with planar orthogonal drawings of planar graphs with maximal vertex degree higher than four [7]. No polynomial-time algorithm is known for computing a (region preserving) bend minimal Kandinsky drawing. In this paper we suggest a new 2-approximation algorithm for this problem. Our extensive computational experiments [13] show that the quality of the computed solutions is better than those of its predecessors [6]. E.g., for all instances in the Rome graph benchmark library [4] it computed the optimal solution, and for randomly generated triangulated graphs with up to 800 vertices, the absolute error was less than 2 on average.",1
1549186549,20933,Succinct greedy drawings do not always exist,2009-09-22,14,14,1191926394,,2009,Graph Drawing (GD),"Patrizio Angelini, Giuseppe Di Battista, Fabrizio Frati","A greedy drawing is a graph drawing containing a distance-decreasing path for every pair of nodes. A path (v0,v1,...,vm) is distance-decreasing if d(vi,vm)<d(vixe2x88x921,vm), for i=1,...,m. Greedy drawings easily support geographic greedy routing. Hence, a natural and practical problem is the one of constructing greedy drawings in the plane using few bits for representing vertex Cartesian coordinates and using the Euclidean distance as a metric. We show that there exist greedy-drawable graphs that do not admit any greedy drawing in which the Cartesian coordinates have less than a polynomial number of bits.",1
1549361476,23267,A Flow Approach to Upward Drawings of Toroidal Maps,1994-10-10,7,4,1191926394,,1994,Graph Drawing (GD),"Bojan Mohar, Pierre Rosenstiehl",The model of the torus as a parallelogram in the plane with opposite sides identified enables us to speak of upward drawings of graphs in the torus. It is shown that upward embeddings of a toroidal map can be obtained in a very natural way by means of flow techniques.,1
1549383546,22249,Leftist canonical ordering,2009-09-22,35,2,1191926394,,2009,Graph Drawing (GD),"Melanie Badent, Michael Baur, Ulrik Brandes, Sabine Cornelsen","Canonical ordering is an important tool in planar graph drawing and other applications. Although a linear-time algorithm to determine canonical orderings has been known for a while, it is rather complicated to understand and implement, and the output is not uniquely determined. We present a new approach that is simpler and more intuitive, and that computes a newly defined leftist canonical ordering of a triconnected graph which is a uniquely determined leftmost canonical ordering.",1
1549734989,20711,The Binary Stress Model for Graph Drawing,2009-02-05,17,18,1191926394,,2009,Graph Drawing (GD),"Yehuda Koren, Ali Çivril","We introduce a new force-directed model for computing graph layout. The model bridges the two more popular force directed approaches --- the stress and the electrical-spring models --- through the binary stress cost function, which is a carefully defined energy function with low descriptive complexity allowing fast computation via a Barnes-Hut scheme. This allows us to overcome optimization pitfalls from which previous methods suffer. In addition, the binary stress model often offers a unique viewpoint to the graph, which can occasionally add useful insight to its topology. The model uniformly spreads the nodes within a circle. This helps in achieving an efficient utilization of the drawing area. Moreover, the ability to uniformly spread nodes regardless of topology, becomes particularly helpful for graphs with low connectivity, or even with multiple connected components, where there is not enough structure for defining a readable layout.",1
1549871515,21513,Generating Schematic Cable Plans Using Springembedder Methods,2001-09-23,1,7,1191926394,,2001,Graph Drawing (GD),"Ulrich Lauther, Andreas Stubinger","Motivation and Area of Application. For documentation of communication networks like telephon networks normaly there are two different representations: a ground plan showing the exact coordinates of all net elements (man holes, trenches, cables cabinets, exchanges, . . . ), usually stored and managed in a GIS system,and a schematic plan containing the same information,but drawn in a schematic way,not properly scaled,but in an easier to understand way. Another kind of schematic maps are often used to display connections in a urban public transportation system: the arrangement of train stations shows some similiarity to geographic coordinates,but the main importance is to show an easy to understand drawing of the connection possibilities by using a more orthogonal drawing.",1
1550020410,21746,Monotone crossing number,2011-09-21,20,9,1191926394,,2011,Graph Drawing (GD),"nos Pach, Géza Tóth","The monotone crossing number of G is defined as the smallest number of crossing points in a drawing of G in the plane, where every edge is represented by an x-monotone curve, that is, by a connected continuous arc with the property that every vertical line intersects it in at most one point. It is shown that this parameter can be strictly larger than the classical crossing number cr(G), but it is bounded from above by 2cr2(G). This is in sharp contrast with the behavior of the rectilinear crossing number, which cannot be bounded from above by any function of cr(G).",1
1550292793,24206,IBM ILOG multi-platform graph layout technology,2010-09-21,0,0,1191926394,,2010,Graph Drawing (GD),Georg Sander,"Visualization components from IBM provide a comprehensive set of graphics products for creating highly graphical, interactive displays, including diagrams, gantt charts, maps, business dashboards, business charts, telecom displays, SCADA/HMI Screens and many more. User interface developers reduce development risks and implementation time when deploying the IBM visualization technology. The components are available for many different platforms: various C platforms, Java Swing applications, Java Eclipse plugins, thin client AJAX applications, for the Microsoft .NET and the Adobe Flex platform.",1
1550871457,21629,Recognizing String Graphs Is Decidable,2001-09-23,26,12,1191926394,,2001,Graph Drawing (GD),"János Pach, Géza Tóth","A graph is called a string graph if its vertices can be represented by continuous curves (xe2x80x9cstringsxe2x80x9d) in the plane so that two of them cross each other if and only if the corresponding vertices are adjacent. It is shown that there exists a recursive function f(n) with the property that every string graph of n vertices has a representation in which any two curves cross at most f(n) times. We obtain as a corollary that there is an algorithm for deciding whether a given graph is a string graph. This solves an old problem of Benzer (1959), Sinden (1966), and Graham (1971).",1
1551357953,23270,Drawing colored graphs with constrained vertex positions and few bends per edge,2007-09-24,8,0,1191926394,,2007,Graph Drawing (GD),"Emilio Di Giacomo, Giuseppe Liotta, Francesco Trotta","Hamiltonicity, book embeddability, and point-set embeddability of planar graphs are strictly related concepts. We exploit the interplay between these notions to describe colored sets of points and to design polynomial-time algorithms to embed k-colored planar graphs on these sets such that the resulting drawings have O(k) bends per edge.",1
1551846280,23183,Minimum-Area h-v Drawings of Complete Binary Trees,1997-09-18,10,6,1191926394,,1997,Graph Drawing (GD),"Pierluigi Crescenzi, Paolo Penna","We study the area requirement of h-v drawings of complete binary trees. An h-v drawing of a binary tree t is a drawing of t such that (a) nodes are points with integer coordinates, (b) each edge is either a rightward-horizontal or a downward-vertical straight-line segment from a node to one of its children, (c) edges do not intersect, and (d) if t1 and t2 are immediate subtrees of a node u, the enclosing rectangles of the drawings of t1 and t2 are disjoint. We prove that, for any complete binary tree t of height h xe2x89xa5 3 and with n nodes, the area of the optimum h-v drawing of t is equal to (a) 2.5n xe2x88x92 4.5 (sqrt {(n 1)/2} ) 3.5 if h is odd, (b) 2.5n xe2x88x92 3.25 (sqrt {n 1} ) 3.5 otherwise. As far as we know, this is one of the few examples in which a closed formula for the minimum-area drawing of a graph has been explicitly found. Furthermore this minimum-area h-v drawing can be constructed in linear time. As a consequence of this result and the result of Trevisan (1996), we have that h-v drawings are provably less area-efficient than strictly upward drawings when we restrict ourselves to complete binary trees. We also give analogous results for the minimum-perimeter and the minimum-enclosing square area h-v drawings.",1
1552258416,21906,On Improving Orthogonal Drawings: The 4M-Algorithm,1998-08-01,16,17,1191926394,,1998,Graph Drawing (GD),"Ulrich Fößmeier, Carsten Heß, Michael Kaufmann",Orthogonal drawings of graphs are widely investigated in the literature and many algorithms have been presented to compute such drawings. Most of these algorithms lead to unpleasant drawings with many bends and a large area. We present methods how to improve the quality of given orthogonal drawings. Our algorithms try to simulate the thinking of a human spectator in order to achieve good results. We also give instructions how to implement the strategies in a way that a good runtime performance can be achieved.,1
1553093845,22391,QUOGGLES: query on graphs – a graphical largely extensible system,2004-09-29,1,2,1191926394,,2004,Graph Drawing (GD),"Paul Holleis, Franz J. Brandenburg","We describe the query and data processing language QUOGGLES which is particularly designed for the application on graphs. It uses a pipeline-like technique known from command line processing, and composes its queries as directed acyclic graphs. The main focus is on the extensibility and the ease of use. The language permits queries that select a distinguished subgraph, e.g., the set of all green nodes with degree at least d or the set of edges whose endnodes have a neighbor which has exactly one neighbor. It is SQL complete, however, it cannot describe paths of arbitrary length; otherwise NP-hard problems like Hamilton path could directly be expressed. QUOGGLES also enables the user to concatenate queries with algorithms, e.g. with graph drawing algorithms, which are then applied to the selected subgraph.",1
1553171563,19912,yFiles — Visualization and Automatic Layout of Graphs,2004-01-01,19,85,1191926394,,2004,Graph Drawing (GD),"Roland Wiese, Markus Eiglsperger, Michael Kaufmann","yFiles is a Java-based library for the visualization and automatic layout of graph structures. Included features are data structures, graph algorithms, diverse layout and labeling algorithms and a graph viewer component.",1
1553532920,21861,Applications of parameterized st -orientations in graph drawing algorithms,2005-09-12,15,9,1191926394,,2005,Graph Drawing (GD),"Charalampos Papamanthou, Ioannis G. Tollis","Many graph drawing algorithms use st-numberings (st-orien-tations or bipolar orientations) as a first step. An st-numbering of a biconnected undirected graph defines a directed graph with no cycles, one single source s and one single sink t. As there exist exponentially many st-numberings that correspond to a certain undirected graph G, using different st-numberings in various graph drawing algorithms can result in aesthetically different drawings with different area bounds. In this paper, we present results concerning new algorithms for parameterized st-orientations, their impact on graph drawing algorithms and especially in visibility representations.",1
1553850885,24659,The algorithmic beauty of digital nature,2006-09-18,2,0,1191926394,,2006,Graph Drawing (GD),Oliver Deussen,"In recent years the development of graphics hardware and efficient rendering algorithms enabled game developers to create large landscapes and render them at interactive rates. However, the shown scenes are still rough approximations that do not reach the complexity of real nature. To obtain sufficient simulations with a degree of realism that comes close to nature, a couple of problems have to be solved. In this extended abstract these challenges are roughly sketched, references are given for further readings.",1
1555089187,23109,Knowledge Discovery from Graphs (Invited Talk),2000-09-20,0,0,1191926394,,2000,Graph Drawing (GD),David Jensen,"Knowledge discovery is the process of discovering useful and previously unknown knowledge by analyzing large databases. Knowledge discovery is also sometimes called data mining or applied machine learning. A new generation of knowledge discovery tools are beginning to address data that can be expressed as large graphs. Example applications include fraud detection in telecommunication networks and classifying Web pages based on hyperlink structure. These new technologies for knowledge discovery are becoming increasingly relevant to graph drawing. Specifically, graph drawing can aid the process of knowledge discovery by providing visualizations that reveal useful patterns in the data. Conversely, knowledge discovery can provide guidance for graph drawing by identifying recurring substructures or by classifying nodes into distinct types. Attempts to exploit the synergy between the two fields raises interesting new research questions. How should knowledge about a domain affect the drawing of graphs about that domain? What types of knowledge are most easily discovered using visualization, as opposed to automated statistical algorithms? These questions were posed in the context of several examples of knowledge discovery applied to large graphical data sets.",1
1555430809,20238,Demonstration of the Interactive Graph-Visualization System da Vinci,1994-10-10,5,74,1191926394,,1994,Graph Drawing (GD),"Michael Fröhlich, Mattias Werner","We present the graph visualization system daVinci, an interactive tool that can be used by arbitrary application programs as a user interface for graph data structures. Beside a novel automatic layout algorithm for graphs, da Vinci offers many interactive facilities such as finetuning of a layout, abstractions and scaling operations. A bidirectional application interface is used for tool communication with a program that controls the graph structure.",1
155551684,21057,Smooth orthogonal layouts,2012-09-19,31,4,1191926394,,2012,Graph Drawing (GD),"Michael A. Bekos, Michael Kaufmann, Stephen G. Kobourov, Antonios Symvonis","We study the problem of creating smooth orthogonal layouts for planar graphs. While in traditional orthogonal layouts every edge is made of a sequence of axis-aligned line segments, in smooth orthogonal layouts every edge is made of axis-aligned segments and circular arcs with common tangents. Our goal is to create such layouts with low edge complexity, measured by the number of line and circular arc segments. We show that every biconnected 4-planar graph has a smooth orthogonal layout with edge complexity 3. If the input graph has a complexity-2 traditional orthogonal layout, we can transform it into a smooth complexity-2 layout. Using the Kandinsky model for removing the degree restriction, we show that any planar graph has a smooth complexity-2 layout.",1
1556754115,20315,Fast edge-routing for large graphs,2009-09-22,13,17,1191926394,,2009,Graph Drawing (GD),"Tim Dwyer, Lev Nachmanson","To produce high quality drawings of graphs with nodes drawn as shapes it is important to find routes for the edges which do not intersect node boundaries. Recent work in this area involves finding shortest paths in a tangent-visibility graph. However, construction of the full tangent-visibility graph is expensive, at least quadratic time in the number of nodes. In this paper we explore two ideas for achieving faster edge routing using approximate shortest-path techniques.",1
1557256919,22398,Geometric Systems of Disjoint Representatives,2002-08-26,7,5,1191926394,,2002,Graph Drawing (GD),"Jirí Fiala, Jan Kratochvíl, Andrzej Proskurowski","Consider a finite collection of subsets of a metric space and ask for a system of representatives which are pairwise at a distance at least q, where q is a parameter of the problem. In discrete spaces this generalizes the well known problem of distinct representatives, while in Euclidean metrics the problem reduces to finding a system of disjoint balls. This problem is closely related to practical applications like scheduling or map labeling. We characterize the computational complexity of this geometric problem for the cases of L1 and L2 metrics and dimensions d = 1, 2. We show that for d = 1 the problem can be solved in polynomial time, while for d = 2 we prove that it is NP-hard. Our NP-hardness proof can be adjusted also for higher dimensions.",1
1557458731,20686,Two trees which are self–intersecting when drawn simultaneously,2005-09-12,6,25,1191926394,,2005,Graph Drawing (GD),"Markus Geyer, Michael Kaufmann, Imrich Vrťo","An actual topic in the graph drawing is the question how to draw two edge sets on the same vertex set, the so-called simultaneous drawing of graphs. The goal is to simultaneously find a nice drawing for both of the sets. It has been found out that only restricted classes of planar graphs can be drawn simultaneously using straight lines and without crossings within the same edge set. In this paper, we negatively answer one of the most often posted open questions namely whether any two trees with the same vertex set can be drawn simultaneously crossing-free in a straight line way.",1
1557654306,23315,On edges crossing few other edges in simple topological complete graphs,2005-09-12,9,0,1191926394,,2005,Graph Drawing (GD),"Jan Kynčl, Pavel Valtr","We study the existence of edges having few crossings with the other edges in drawings of the complete graph (more precisely, in simple topological complete graphs). A topological graphT=(V,E) is a graph drawn in the plane with vertices represented by distinct points and edges represented by Jordan curves connecting the corresponding pairs of points (vertices), passing through no other vertices, and having the property that any intersection point of two edges is either a common end-point or a point where the two edges properly cross. A topological graph is simple, if any two edges meet in at most one common point.n n Let h=h(n) be the smallest integer such that every simple topological complete graph on n vertices contains an edge crossing at most h other edges. We show that xcexa9(n3/2)xe2x89xa4 h(n) xe2x89xa4 O(n2/log1/4n). We also show that the analogous function on other surfaces (torus, Klein bottle) grows as cn2.",1
1558579226,22280,3D visualization of semantic metadata models and ontologies,2004-09-29,19,6,1191926394,,2004,Graph Drawing (GD),"Charalampos Papamanthou, Ioannis G. Tollis, Martin Doerr","We propose an algorithm for the 3D visualization of general ontology models used in many applications, such as semantic web, entity-relationship diagrams and other database models. The visualization places entities in the 3D space. Previous techniques produce drawings that are 2-dimensional, which are often complicated and hard to comprehend. Our technique uses the third dimension almost exclusively for the display of the isa relationships (links) while the property relationships (links) are placed on some layer (plane). Thus the semantic difference between isa links and property links, which should be as vertical or as horizontal as possible respectively, is emphasized. Special reference is made on a certain model, the CIDOC Conceptual Reference Model.",1
1559045518,22812,Bounds and Methods for k-Planar Crossing Numbers,2003-09-21,12,5,1191926394,,2003,Graph Drawing (GD),"Farhad Shahrokhi, Ondrej Sýkora, László A. Székely, Imrich Vrto","The k-planar crossing number of a graph is the minimum number of crossings of its edges over all possible drawings of the graph in k planes. We propose algorithms and methods for k-planar drawings of general graphs together with lower bound techniques. We give exact results for the k-planar crossing number of K 2 k 1, q, for k xe2x89xa5 2. We prove tight bounds for complete graphs.",1
1559664911,21115,Layout of Directed Hypergraphs with Orthogonal Hyperedges,2003-09-21,9,23,1191926394,,2003,Graph Drawing (GD),Georg Sander,"We present a layout algorithm for directed hypergraphs. A hypergraph contains hyperedges that have multiple source and target nodes. Hyperedges are drawn with orthogonal segments. Nodes are organized in layers, so that for the majority of hyperedges the source nodes are placed in a higher layer than the target nodes, similar to traditional hierarchical layout [8,11]. The algorithm was implemented using ILOG JViews [10] for a project that targeted electrical signal visualization.",1
1559887947,24350,Large-scale graphics: digital nature and laser projection,2007-09-24,0,0,1191926394,,2007,Graph Drawing (GD),Norishige Chiba,"In this talk, I will sketch out two challenging research topics by showing computer generated visual materials. One is raster-graphics technologies on how to represent large-scale natural sceneries, and the other is laser projection technologies enabling us to display large-scale vector graphics. The former topic includes the modeling and rendering techniques having the both abilities of LOD (Level-Of- Detail) and anti-aliasing indispensable for efficiently and effectively representing large-scale scenes including a huge amount of fine objects like botanical trees, and the efficient real-time animation techniques implemented by utilizing 1/f - noise for defeating the computational time required for strict physically-based simulation. The latter topic is the exploratory research on laser projection where there is almost no researcher yet. Laser graphics has strong relation to pen and ink illustration in the field of NPR (Non-Photorealistic-Rendering) and might be usable to represent Graph Drawing.",1
1560307591,21828,Small drawings of series-parallel graphs and other subclasses of planar graphs,2009-09-22,31,5,1191926394,,2009,Graph Drawing (GD),Therese C. Biedl,"In this paper, we study small planar drawings of planar graphs. For arbitrary planar graphs, xcex98(n2) is the established upper and lower bound on the worst-case area. It is a long-standing open problem for what graphs smaller area can be achieved, with results known only for trees and outer-planar graphs. We show here that series-parallel can be drawn in O(n3/2) area, but 2-outer-planar graphs and planar graphs of proper pathwidth 3 require xcexa9(n2) area.",1
1560898201,20812,A Graph Drawing and Translation Service on the WWW,1996-09-18,6,24,1191926394,,1996,Graph Drawing (GD),"Stina S. Bridgeman, Ashim Garg, Roberto Tamassia","Both practitioners and researchers can take better advantage of the latest developments in graph drawing if implementations of graph drawing algorithms are made available on the WWW. We envision a graph drawing and translation service for the WWW with dual objectives: drawing user-specified graphs, and translating graph-descriptions and graph drawings from one format to another. As a first step toward realizing this vision, we have developed a prototype service which is available at http://loki.cs.brown.edu:8081/graphserver/home.html.",1
1561203038,21588,Visualization of the Autonomous Systems Interconnections with HERMES,2000-09-20,20,3,1191926394,,2000,Graph Drawing (GD),"Andrea Carmignani, Giuseppe Di Battista, Walter Didimo, Francesco Matera, Maurizio Pizzonia","HERMES is a system for exploring and visualizing Autonomous Systems and their interconnections. It relies on a three-tiers architecture, on a large repository of routing information coming from heterogeneous sources, and on sophisticated graph drawing engine. Such an engine exploits static and dynamic graph drawing techniques.",1
1561232697,22533,Constrained Point-Set Embeddability of Planar Graphs,2009-02-05,18,2,1191926394,,2009,Graph Drawing (GD),"Emilio Di Giacomo, Walter Didimo, Giuseppe Liotta, Henk Meijer, Stephen K. Wismath","This paper starts the investigation of a constrained version of the point-set embeddability problem. Let Gxe2x80x89=xe2x80x89(V,E) be a planar graph with n vertices, Gxe2x80xb2xe2x80x89=xe2x80x89(Vxe2x80xb2,Exe2x80xb2) a subgraph of G, and S a set of n distinct points in the plane. We study the problem of computing a point-set embedding of G on S subject to the constraint that Gxe2x80xb2 is drawn with straight-line edges. Different drawing algorithms are presented that guarantee small curve complexity of the resulting drawing, i.e. a small number of bends per edge. It is proved that: (i) If Gxe2x80xb2 is an outerplanar graph and S is any set of points in convex position, a point-set embedding of G on S can be computed such that the edges of Exe2x80x89xe2x88x96xe2x80x89Exe2x80xb2 have at most 4 bends each. (ii) If S is any set of points in general position and Gxe2x80xb2 is a face of G or if it is a simple path, the curve complexity of the edges of Exe2x80x89xe2x88x96xe2x80x89Exe2x80xb2 is at most 8. (iii) If S is in general position and Gxe2x80xb2 is a set of k disjoint paths, the curve complexity of the edges of Exe2x80x89xe2x88x96xe2x80x89Exe2x80xb2 is O(2 k ).",1
1561275246,21799,Crossings and permutations,2005-09-12,22,8,1191926394,,2005,Graph Drawing (GD),"Therese C. Biedl, Franz J. Brandenburg, Xiaotie Deng","We investigate crossing minimization problems for a set of permutations, where a crossing expresses a disarrangement between elements. The goal is a common permutation xcfx80* which minimizes the number of crossings. This is known as the Kemeny optimal aggregation problem minimizing the Kendall-xcfx84 distance. Recent interest into this problem comes from application to meta-search and spam reduction on the Web.n n This rank aggregation problem can be phrased as a one-sided two-layer crossing minimization problem for an edge coloured bipartite graph, where crossings are counted only for monochromatic edges.n n Here we introduce the max version of the crossing minimization problem, which attempts to minimize the discrimination against any permutation. We show the NP-hardness of the common and the max version for k xe2x89xa5 4 permutations (and k even), and establish a 2-2/k and a 2-approximation, respectively. For two permutations crossing minimization is solved by inspecting the drawings, whereas it remains open for three permutations.",1
1561393999,20211,GraphXML - An XML-Based Graph Description Format,2000-09-20,7,47,1191926394,,2000,Graph Drawing (GD),"Ivan Herman, M. Scott Marshall","GraphXML is a graph description language in XML that can be used as an interchange format for graph drawing and visualization packages. The generality and rich features of XML make it possible to define an interchange format that not only supports the pure, mathematical description of a graph, but also the needs of information visualization applications that use graph--based data structures.",1
1562280270,22709,"Regular Orientations, Arboricity, and Augmentation",1994-10-10,5,18,1191926394,,1994,Graph Drawing (GD),"Hubert de Fraysseix, Patrice Ossona de Mendez","Regular orientations, that is orientations such that almost all the vertices have the same indegree, relates many combinatorial and topological properties, such as arboricity, page number, and planarity. These orientations are a basic tool in solving combinatorial problems that preserve topological properties. Planar augmentations are a simple example of such problems.",1
1562580153,20916,A Library of Algorithms for Graph Drawing,1998-08-01,37,21,1191926394,,1998,Graph Drawing (GD),"Petra Mutzel, Carsten Gutwenger, Ralf Brockenauer, Sergej Fialko, Gunnar W. Klau, Michael Krüger, Thomas Ziegler, Stefan Näher, David Alberts, Dirk Ambras, Gunter Koch, Michael Jünger, Christoph Buchheim, Sebastian Leipert","The AGD library provides algorithms, data structures, and tools to create geometric representations of graphs and aims at bridging the gap between theory and practice in the area of graph drawing. It consists of C classes and is built on top of the library of efficient data types and algorithms LEDA; an optional add-on to AGD requires ABACUS, a frameworkfor the implementation of branch-and-cut algorithms, and contains implementations of exact algorithms for many NP-hard optimization problems in algorithmic graph drawing.",1
1562640943,21393,Algorithms and Area Bounds for Nonplanar Orthogonal Drawings,1997-09-18,13,25,1191926394,,1997,Graph Drawing (GD),"Ulrich Fößmeier, Michael Kaufmann","We report on some extensions of the Kandinsky model: A new and highly nontrivial technique to incorporate nonplanar drawings into the Kandinsky model in the same way as in the GIOTTO approach is presented. This means a major step towards the practical usability of our approach. The used technique even gives new insights for the solvability of network flow problems. Another variant of Kandinsky ensures a minimal size of the vertices removing the requirement of uniform size of each vertex. We present a new technique to evaluate our approach with respect to the area and the number of bends, and to perform a reasonable comparison with the GIOTTO approach.",1
